"SS DWS Concept SICAV (Subfonds Institutional Fixed;100.0000
Income, Inhaber-Anteile 17D 0.N.), Luxembourg;100.0000
DWS Concept SICAV (Subfonds Institutional Fixed;100.0000
Income, Inhaber-Anteile 18D 0.N.), Luxembourg;100.0000
E&amp;S Claims Management Inc., Herndon, Virginia;100.0000
EIG Co., Wilmington, Delaware;100.0000
ERGO Austria International AG, Vienna;100.0000
ERGO Beratung und Vertrieb AG, Diisseldorf;100.0000
ERGO Danismanlik A.S., Istanbul;100.0000
ERGO Deutschland AG, Diisseldorf;100.0000
ERGO Digital Ventures AG, Dusseldorf;100.0000
ERGO Direkt AG, Fiirth;100.0000
ERGO DIREKT Versicherung AG, Firth;100.0000
ERGO Elfte Beteiligungsgesellschaft mbH, Diisseldorf;100.0000
ERGO Fund LP, Dover, Delaware*;100.0000
|;
ERGO Generales Seguros Reaseguros S.A., Madrid;100.0000
y;
ERGO Group AG, Disseldorf;100.0000
ERGO Grundstiicksverwaltung GbR, Diisseldorf*;100.0000
ERGO Insurance (Thailand) Public Co. Ltd., Bangkok;86.9039
ERGO Insurance Company Single Member S.A., Athens;100.0000
ERGO Insurance N.V., Brussels;100.0000
ERGO Insurance Pte. Ltd., Singapore;100.0000
ERGO Insurance SE, Tallinn;100.0000
ERGO International Aktiengesellschaft, Diisseldorf;100.0000
ERGO International Services GmbH, Diisseldorf;100.0000
ERGO Invest SIA, Riga;100.0000
ERGO Krankenversicherung AG, Firth;100.0000
ERGO Lebensversicherung Aktiengesellschaft, Hamburg;100.0000
ERGO Life Insurance Vilnius;100.0000
SE,;
ERGO Life S.A., Grevenmacher;100.0000
ERGO Neunte Beteiligungsgesellschaft mbH, Diisseldorf;100.0000
ERGO Pensionsfonds Aktiengesellschaft, Dusseldorf;100.0000
ERGO Pensionskasse AG, Diisseldorf;100.0000
ERGO Private Dritte GmbH &amp; Co. Diisseldorf;100.0000
Capital KG,;
ERGO Private Capital ERGO Leben GmbH, Diisseldorf;100.0000
ERGO Private Capital Gesundheit GmbH, Diisseldorf;100.0000
ERGO Private Capital Komposit GmbH &amp; Co. KG,;100.0000
Diisseldorf;100.0000
ERGO Private Capital Pensionskasse GmbH, Diisseldorf;100.0000
ERGO Private Capital Victoria Leben GmbH, Diisseldorf;100.0000
ERGO Private Capital Vierte GmbH &amp; Co. KG,;100.0000
Diisseldorf ERGO Private Capital Vorsorge GmbH, Diisseldorf;100.0000
ERGO Private Capital Zweite GmbH &amp; Co. KG,;100.0000
Diisseldorf;100.0000
ERGO Reiseversicherung AG, Munich;100.0000
ERGO Sechzehnte Beteiligungs-AG, Munich;100.0000
ERGO SU Erste Real Estate GmbH &amp; Co.KG, Disseldorf;100.0000
ERGO Technology &amp; Services Management AG,;100.0000
Diisseldorf;100.0000
ERGO Technology &amp; Services S.A., Gdansk;100.0000
ERGO Versicherung Aktiengesellschaft, Diisseldorf;100.0000
ERGO Versicherung Aktiengesellschaft, Vienna;100.0000
ERGO Vida Seguros y Reaseguros S.A., Saragossa;100.0000"
