index,question,value,response,correct
0,What is the sum of location-based scope 2 GHG emissions in 2023 among the following companies in tCO2eq?,354651.0,prompt too long,False
1,What is the total amount of waste generated from 2022 to 2023 among the following companies?,258228.6,prompt too long,False
2,What is the total amount of waste generated from 2022 to 2023 among the following companies?,2002827.0,258664.0,False
3,What is the average amount of GHG emissions Scope 3 in 2023 among the following companies in tCO2-eq?,9224778.0,prompt too long,False
4,What is the average amount of GHG emissions Scope 3 in 2022 among the following companies in MtCO2eq?,26.26,5894811.0,False
5,What is the sum of GHG emissions Scope 2 in 2023 among the following companies in tons CO2e?,345650.0,prompt too long,False
6,What is the average amount of GHG emissions Scope 3 in 2023 among the following companies in tCO2e?,6038082.0,14249.06667,False
7,What is the sum of GHG emissions Scope 2 in 2022 among the following companies in million mt CO2e?,0.26,142457.0,False
8,What is the average amount of market-based scope 2 GHG emissions in 2023 among the following companies in tCO2eq?,1883570.67,prompt too long,False
9,What is the total energy consumption generated by the following companies in the last 2 years in MWh?,3044201.0,1124327.0,False
10,What is the average energy consumption from 2023 to 2022 among the following companies?,485951.83,prompt too long,False
11,What is the average amount of GHG emissions Scope 3 in 2023 among the following companies in tCO2-eq?,7292089.33,189501.0,False
12,What is the average amount of GHG emissions Scope 2 in 2023 among the following companies in million mt CO2e?,0.07,prompt too long,False
13,What is the average amount of GHG emissions Scope 2 in 2023 among the following companies in tons CO2e?,418550.0,1.145,False
14,What is the average of direct GHG emissions from 2022 to 2023 among the following companies?,11911.43,prompt too long,False
15,What is the average energy consumption from 2023 to 2022 among the following companies?,37309.33,27413.0,False
16,What is the sum of location-based scope 2 GHG emissions in 2023 among the following companies in MtCO2eq?,3.59,116.21,False
17,What is the total energy consumption generated by the following companies in the last 2 years in TJ?,770654.01,716484.0,False
18,What is the sum of GHG emissions Scope 2 in 2022 among the following companies in tons CO2e?,1265617.0,4.03,False
19,What is the sum of location-based scope 2 GHG emissions in 2022 among the following companies in tCO2eq?,3965848.0,prompt too long,False
20,What is the sum of GHG emissions Scope 2 in 2023 among the following companies in tCO2e?,1127442.0,14249.0,False
21,What is the sum of location-based scope 2 GHG emissions in 2022 among the following companies in tCO2e?,4058339.0,116627.0,False
22,What is the sum of location-based scope 2 GHG emissions in 2022 among the following companies in million mt CO2e?,0.28,prompt too long,False
23,What is the average amount of GHG emissions Scope 3 in 2023 among the following companies in TCO2eq?,26288339.33,144.16667,False
24,What is the average amount of market-based scope 2 GHG emissions in 2023 among the following companies in tCO2eq?,1561056.33,prompt too long,False
25,What is the average of total water consumption in the years 2023 and 2022 among the following companies in millions of cu.m?,18.48,47.75,False
26,What is the average of direct GHG emissions from 2022 to 2023 among the following companies?,14460.38,prompt too long,False
27,What is the average amount of GHG emissions Scope 3 in 2022 among the following companies in TCO2eq?,9233857.33,31331.0,False
28,What is the average amount of GHG emissions Scope 2 in 2023 among the following companies in tons CO2e?,53299.67,prompt too long,False
29,What is the sum of location-based scope 2 GHG emissions in 2023 among the following companies in tCO2e?,3414270.0,246568.0,False
30,What is the average amount of GHG emissions Scope 2 in 2022 among the following companies in million mt CO2e?,0.41,1.14,False
