index,question,value,response,correct
0,Which company has the lowest energy consumption over the last 2 years among the following companies in TWh?,nasdaq_dasty,"nasdaq_dasty, otc_dpsgy",False
1,What is the lowest energy consumption over the last 2 years among the following companies in GWh?,66.35,33.09,False
2,Which company has the lowest total GHG emissions (both direct and indirect) in the last 2 years among the following companies in tCO2eq?,axa,axa,True
3,What is the highest average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 among the following companies in million mt CO2e?,43.79,"33.51,31.77",False
4,Which company has the highest change in the percentage consumption of energy from renewable sources between the years 2023 and 2022 for the following companies?,otc_su,otc_su,True
5,Which companies have the top 2 highest values of average energy consumed in the last 2 years (sorted in ascending order) among the following companies in MWh?,"nasdaq_dasty, heidelberg-materials","heidelberg-materials, nyse_tte",False
6,What is the average of the percentage ratios of GHG emissions Scope 1 to Scope 3 in 2023 among the following companies?,21.25,0.01,False
7,What is the average percentage of hazardous waste generated in 2023 among the following companies?,6.08,30.00,False
8,Which companies have the top 2 lowest water consumption values (in ascending order) obtained by summing the 2023 and 2022 consumption for the following companies in millions of m3?,"munich-re, otc_bayzf","otc_bayzf, otc_esocf",False
9,What are the 2 lowest amounts of hazardous waste obtained by summing the values related to the years 2023 and 2022 (sorted in ascending order) among the following companies in tons?,"104.8, 47652.0","6.00, 202.00",False
10,What is the average percentage of energy consumption from renewable sources in 2023 among the following companies?,35.01,38.67%,False
11,What is the average percentage of hazardous waste generated in 2022 among the following companies?,21.64,100.00,False
12,What are the 2 highest percentages of hazardous waste generated in 2023 (sorted in descending order) among the following companies?,"38.77, 6.1","6.00%, 0.21%",False
13,Which company has the lowest percentage variation of waste generated from 2022 to 2023 among the following companies?,vivendi,otc_crerf,False
14,Which companies have the top 2 highest values of average energy consumed in the last 2 years (sorted in descending order) among the following companies in MWh?,"heidelberg-materials, otc_dpsgy","otc_dpsgy, nasdaq_dasty",False
15,What is the highest water consumption calculated as the average of the 2023 and 2022 consumption for the following companies in m3?,40300000.0,"35.40, 6.72",False
16,What is the largest percentage variation in energy consumption from 2023 to 2022 among the following companies?,20.01,"-20.00, -29.10",False
17,Which company has the highest average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 among the following companies in million mt CO2e?,otc_esocf,munich-re,False
18,What are the top 2 highest values of average energy consumed in the last 2 years (sorted in descending order) among the following companies in MWh?,"94006047.43, 34774500.0","82766.00, 71218.00",False
19,What is the highest average amount of waste generated in the years 2023 and 2022 among the following companies in tonnes?,714800.0,124139.00,False
20,What are the 2 highest amounts of hazardous waste obtained by summing the values related to the years 2023 and 2022 (sorted in descending order) among the following companies in tons?,"47652.0, 3751.0","186.00, 24.00",False
