index,question,value,response,correct
0,What is the total energy consumption generated by the following companies in the last 2 years in MWh?,2890217.0,2890217.0,True
1,What is the average amount of GHG emissions Scope 2 in 2022 among the following companies in million mt CO2e?,0.05,0.05,True
2,What is the sum of GHG emissions Scope 2 in 2023 among the following companies in Million metric tons of CO2 equivalents?,1.11,1.11,True
3,What is the average amount of market-based scope 2 GHG emissions in 2023 among the following companies in TCO2eq?,11075.0,11075.0,True
4,What is the sum of GHG emissions Scope 2 in 2022 among the following companies in million mt CO2e?,0.12,0.12,True
5,What is the average energy consumption from 2023 to 2022 among the following companies?,169227.34,169270.47,False
6,What is the total amount of waste generated from 2022 to 2023 among the following companies?,1747286.0,2765.27,False
7,What is the sum of location-based scope 2 GHG emissions in 2023 among the following companies in tCO2e?,154651.0,154651.0,True
8,What is the total energy consumption generated by the following companies in the last 2 years in million kWh?,69615.35,69615.35,True
9,What is the average amount of GHG emissions Scope 2 in 2023 among the following companies in million mt CO2e?,0.1,0.1,True
10,What is the average amount of GHG emissions Scope 3 in 2023 among the following companies in TCO2eq?,28632509.0,395774.0,False
11,What is the sum of location-based scope 2 GHG emissions in 2023 among the following companies in TCO2eq?,222042.0,222042.0,True
12,What is the average amount of GHG emissions Scope 2 in 2022 among the following companies in tons CO2e?,121146.5,71196.5,False
13,What is the average amount of GHG emissions Scope 3 in 2022 among the following companies in million mt CO2e?,13.47,13.42,False
14,What is the average amount of GHG emissions Scope 3 in 2023 among the following companies in MtCO2eq?,32.86,32.86,True
15,What is the average amount of GHG emissions Scope 2 in 2022 among the following companies in tCO2e?,569155.0,1.12,False
16,What is the average energy consumption from 2023 to 2022 among the following companies?,55883.25,55883.25,True
17,What is the sum of total GHG emissions (both direct and indirect) in the last 2 years among the following companies in tCO2e?,20138555.0,20158655.0,False
18,What is the average amount of market-based scope 2 GHG emissions in 2022 among the following companies in tons CO2e?,86391.5,86391.5,True
19,What is the average amount of market-based scope 2 GHG emissions in 2022 among the following companies in TCO2eq?,569748.0,9748.56,False
20,What is the sum of GHG emissions Scope 2 in 2023 among the following companies in million mt CO2e?,0.34,0.34,True
21,What is the sum of location-based scope 2 GHG emissions in 2022 among the following companies in tCO2e?,160942.0,160942.0,True
22,What is the average amount of GHG emissions Scope 3 in 2023 among the following companies in tCO2-eq?,1609479.0,1609479.0,True
23,What is the sum of GHG emissions Scope 2 in 2022 among the following companies in Million metric tons of CO2 equivalents?,1.14,1.13,False
24,What is the total amount of waste generated from 2022 to 2023 among the following companies?,1747525.0,1748525.0,False
25,What is the average energy consumption from 2023 to 2022 among the following companies?,6390.09,6389.59,False
26,What is the average amount of GHG emissions Scope 2 in 2022 among the following companies in Million metric tons of CO2 equivalents?,0.61,0.61,True
27,What is the average amount of market-based scope 2 GHG emissions in 2023 among the following companies in Million metric tons of CO2 equivalents?,2.81,2.81,True
28,What is the sum of location-based scope 2 GHG emissions in 2023 among the following companies in tCO2e?,134270.0,134270.0,True
29,What is the sum of total GHG emissions (both direct and indirect) in the last 2 years among the following companies in tons CO2e?,14222384.0,14182384.0,False
30,What is the average amount of GHG emissions Scope 2 in 2023 among the following companies in tCO2e?,107124.5,107124.5,True
31,What is the average amount of GHG emissions Scope 2 in 2023 among the following companies in Million metric tons of CO2 equivalents?,0.56,0.56,True
32,What is the average amount of market-based scope 2 GHG emissions in 2022 among the following companies in tons CO2e?,80894.5,80894.5,True
33,What is the average amount of GHG emissions Scope 2 in 2023 among the following companies in tons CO2e?,78353.0,78353.0,True
34,What is the average energy consumption from 2023 to 2022 among the following companies?,722554.25,772554.25,False
35,What is the sum of location-based scope 2 GHG emissions in 2023 among the following companies in TCO2eq?,64465.0,64465.0,True
36,What is the average of total water consumption in the years 2023 and 2022 among the following companies in millions of m3?,20.38,40.3,False
37,What is the sum of GHG emissions Scope 2 in 2023 among the following companies in tCO2e?,214249.0,214249.0,True
38,What is the average amount of GHG emissions Scope 3 in 2022 among the following companies in TCO2eq?,12285374.0,397274.0,False
39,What is the sum of location-based scope 2 GHG emissions in 2023 among the following companies in million mt CO2e?,3.48,3.48,True
40,What is the average amount of GHG emissions Scope 3 in 2023 among the following companies in million mt CO2e?,39.06,39.07,False
41,What is the total energy consumption generated by the following companies in the last 4 years in MWh?,622867939.0,622867940.0,False
42,What is the sum of GHG emissions Scope 2 in 2022 among the following companies in tons CO2e?,1262293.0,1262293.0,True
43,What is the average amount of market-based scope 2 GHG emissions in 2022 among the following companies in MtCO2eq?,2.62,73.7,False
44,What is the average amount of GHG emissions Scope 2 in 2022 among the following companies in tCO2-eq?,561662.0,561596.5,False
45,What is the average amount of GHG emissions Scope 2 in 2023 among the following companies in Million metric tons of CO2 equivalents?,0.66,0.66,True
46,What is the average amount of GHG emissions Scope 3 in 2022 among the following companies in million mt CO2e?,16.76,16.76,True
47,What is the sum of location-based scope 2 GHG emissions in 2022 among the following companies in tCO2e?,184187.0,184187.0,True
48,What is the average amount of GHG emissions Scope 3 in 2022 among the following companies in MtCO2eq?,35.6,89797.02,False
49,What is the average amount of market-based scope 2 GHG emissions in 2023 among the following companies in tons CO2e?,86584.5,86584.5,True
50,What is the total energy consumption generated by the following companies in the last 4 years in GWh?,669660.0,669660.0,True
51,What is the average amount of market-based scope 2 GHG emissions in 2022 among the following companies in MtCO2eq?,2.57,15247.55,False
52,What is the total amount of non-hazardous waste produced in the years 2023 and 2022 among the following companies in tons?,658644.0,658644.0,True
53,What is the sum of GHG emissions Scope 2 in 2022 among the following companies in tCO2-eq?,103324.0,3293.0,False
54,What is the average of direct GHG emissions from 2022 to 2023 among the following companies?,24569.0,24569.0,True
55,What is the average of total water consumption in the years 2023 and 2022 among the following companies in millions of m3?,23.51,47.02,False
56,What is the total energy consumption generated by the following companies in the last 2 years in TWh?,323.07,323.07,True
57,What is the average amount of GHG emissions Scope 3 in 2022 among the following companies in tCO2e?,11946233.5,11946233.5,True
58,What is the average energy consumption from 2023 to 2022 among the following companies?,6454.25,87.12,False
59,What is the average amount of market-based scope 2 GHG emissions in 2023 among the following companies in tons CO2e?,78339.0,78339.0,True
60,What is the average of direct GHG emissions from 2022 to 2023 among the following companies?,19226.07,36.84,False
61,What is the average amount of market-based scope 2 GHG emissions in 2023 among the following companies in MtCO2eq?,2.27,2.27,True
62,What is the total amount of waste generated from 2022 to 2023 among the following companies?,22414.0,1040.4,False
63,What is the total amount of waste generated from 2022 to 2023 among the following companies?,22824.6,1450995.0,False
64,What is the average amount of GHG emissions Scope 3 in 2023 among the following companies in tCO2e?,1568090.0,1568085.0,False
65,What is the total amount of non-hazardous waste produced in the years 2023 and 2022 among the following companies in tons?,257521.0,257521.0,True
66,What is the sum of total GHG emissions (both direct and indirect) in the last 2 years among the following companies in tCO2-eq?,6642979.0,6642979.0,True
67,What is the sum of location-based scope 2 GHG emissions in 2022 among the following companies in TCO2eq?,3842603.0,26423.0,False
68,What is the sum of location-based scope 2 GHG emissions in 2022 among the following companies in MtCO2eq?,3.87,45851.82,False
69,What is the total amount of waste generated from 2022 to 2023 among the following companies?,256799.0,256799.0,True
70,What is the sum of GHG emissions Scope 2 in 2023 among the following companies in million mt CO2e?,0.2,0.2,True
71,What is the sum of GHG emissions Scope 2 in 2022 among the following companies in Million metric tons of CO2 equivalents?,1.12,1.12,True
72,What is the sum of GHG emissions Scope 2 in 2023 among the following companies in million mt CO2e?,1.31,1.31,True
73,What is the average amount of hazardous waste produced in the years 2023 and 2022 among the following companies in kt?,98.42,98.42,True
74,What is the sum of location-based scope 2 GHG emissions in 2022 among the following companies in MtCO2eq?,3.96,138342.82,False
