index,question,value,response,correct
0,What is the average total waste in tons for the years 2022 and 2023?,4710.0,4710.0,True
1,What is the increase in the amount of unsorted waste (in tons) from 2022 to 2023?,802.0,-802.0,False
2,What is the sum of the total waste in tons for the years 2022 and 2023?,9420.0,9420.0,True
3,"What is the average of the measured renewable electricity generated in MWh for the years 2023, 2022, and 2021?",2593.67,2593.67,True
4,What is the increase in energy consumption from grid electricity between the years 2022 and 2023?,-14640.0,-14640.0,True
5,"What is the total estimated energy consumption in MWh for the year 2023, calculated by summing the values of grid electricity, purchased renewable electricity, district heating, fuel oil, gas, and coal?",189522.0,189522.0,True
6,What is the percentage increase of measured renewable electricity generated from 2021 to 2023?,15.72,15.73,False
7,"What is the reduction in grid electricity consumption from 2021 to 2022, given the values of 148720 MWh in 2021 and 107019 MWh in 2022?",41701.0,41601.0,False
8,What is the percentage increase in measured renewable electricity generated from 2022 to 2023?,30.8,30.85,False
9,What is the sum of the self-generated renewable electricity measured in MWh for the years 2022 and 2023?,0.0,0.0,True
10,What percentage of total estimated energy consumption in 2023 came from renewable sources?,62.89,62.9,False
11,What is the difference of estimated energy consumption between renewable source and non-renewable source in 2021?,15083.0,15083.0,True
12,"What is the average energy consumption from grid electricity, purchased renewable electricity, self-generated renewable electricity, district heating, fuel oil, gas, and renewable fuel and heat for the year 2023?",229673.09,133401.0,False
13,What is the difference between purchased renewable electricity and self-generated renewable electricity in 2022?,568132.0,568132.0,True
14,What is the percentage reduction in estimated total energy consumption from 2020 to 2023?,7.6,7.6,True
15,What is the average of the surface water withdrawals (other than for cooling) for the years 2023 and 2022?,16106.5,16106.5,True
16,What is the increase in groundwater withdrawals (other than for cooling) from the year 2020 to 2022?,39706.0,39706.0,True
17,What is the sum of the water withdrawals from third party sources for the years 2021 and 2020?,2953997.0,2953997.0,True
18,What is the sum of surface and ground water withdrawals in 2020?,470063.0,470063.0,True
19,What percentage of water withdrawals comes from surface water 2023?,0.93,0.93,True
20,What is the difference between total water withdrawals and withdrawals from areas with water stress in 2021?,1141660.0,1141660.0,True
21,What is the average water withdrawal for cooling and non-cooling purposes in 2021?,1475932.5,1475932.5,True
22,What is the difference between total and indirect (Scope 2) GHG emissions in 2023?,112792.0,113792.0,False
23,What is the difference between total direct GHG emissions and emissions from gas in 2022?,72176.0,182906.0,False
24,What is the average of GHG emissions related to fuel oil and gas in 2020?,28324.0,28324.0,True
25,What is the sum of SF emissions and emissions produces by vehicle fleet in 2023?,65546.0,65546.0,True
26,What is the sum of market-based GHG emissions related to frid electricity and renewable electricity in 2020?,70839.0,70839.0,True
