index,question,value,response,correct
0,What was the total energy consumption within the organization in millions of GJ in 2023?,516.2,516.2,True
1,How much electricity was produced from renewable sources in Gwh in 2022?,2836,1.76,False
3,How much electricity was sold to other companies in millions of GJ in 2023?,192.7,17.1,False
4,What was the percentage of energy intensity index for the organization in 2023?,123,123,True
5,What was the total energy consumption from renewable energy sources in millions of GJ in 2021?,1.5,no answer in the response,False
6,What was the total energy consumption within the organization in millions of GJ in 2022?,503.2,no answer in the response,False
7,How much heating was sold to other companies in millions of GJ in 2023?,5.2,17.1,False
9,How much electricity was produced from renewable sources in Gwh in 2021?,1.166,1.166,True
20,What was the total water withdrawal in 2023 (million m3)?,1224,1224,True
21,How much seawater was withdrawn in 2022 (million m3)?,1283,no answer in the response,False
22,What was the total freshwater withdrawal in 2021 in million m3?,117,no answer in the response,False
23,What was the total water withdrawal from surface water bodies in 2023 in million m3?,97,no answer in the response,False
24,How much water was withdrawn from underground sources in 2022 in million m3?,17,17,True
25,What was the total water discharge in 2023 (million m3)?,1118,1118,True
26,What was the total volume of freshwater discharge in areas with water stress in 2022 (million m3)?,18.8,18.8,True
27,What was the total water consumption in 2023 in million m3?,128,"128 | none |

###question:
what was the total water consumption in 2023 in million m3?

###response:
",True
28,How much total water consumption was recorded in areas with water stress in 2021 (million m3)?,34.3,128,False
29,What was the total volume of water discharge in areas with water stress in 2023 in million m3?,25.3,25.2,False
30,What is the total number of species listed on the IUCN Red List with habitats in areas affected by the organization's operations in 2023?,1,11,False
31,How many KBAs are there in areas affected by the organization's operations in 2023?,8,15,False
32,What is the total number of Natura 2000 sites in areas affected by the organization's operations in 2023?,11,19,False
33,What is the number of Other Protected Areas in areas affected by the organization's operations in 2023?,12,2,False
34,How many Ramsar sites are there in areas affected by the organization's operations in 2023?,2,2,True
36,What was the total amount of direct GHG emissions (Scope 1) in million tonnes of CO2 equivalent for the year 2023?,38.69,38.69,True
37,How many tonnes of CO2 equivalent were emitted indirectly from energy consumption (Scope 2) in 2023?,0.73,no answer in the response,False
41,What was the amount of direct GHG emissions (Scope 1) in million tonnes of CO2 equivalent for the year 2022?,39.39,no answer in the response,False
42,What was the total amount of indirect GHG emissions (Scope 2) in million tonnes of CO2 equivalent for the year 2021?,0.81,194,False
43,How many million tonnes of CO2 equivalent were emitted indirectly from energy consumption (Scope 2) in 2022?,0.79,194#0.79,False
44,What was the total amount of direct methane emissions (Scope 1) in thousands of tonnes for the year 2023?,39.1,39.1,True
45,What was the total amount of electricity produced from renewable sources in GWh for the year 2022?,2863,1.166,False
46,What was the Net Carbon Footprint upstream (Scope 1+2) in million tonnes CO2eq. for the year 2023?,8.9,8.9,True
47,What was the Net Carbon Footprint upstream (Scope 1+2) in million tonnes CO2eq. for the year 2022?,9.9,9.9,True
48,What was the Net Carbon Footprint upstream (Scope 1+2) in million tonnes CO2eq. for the year 2021?,11,no answer in the response,False
49,What was the Net Carbon Footprint Eni (Scope1+2) for the year 2023 in million tonnes CO2 eq.?,26.1,26.1,True
50,What was the Net Carbon Footprint Eni (Scope1+2) for the year 2022 in million tonnes CO2 eq.?,29.9,no answer in the response,False
51,What was the Net Carbon Footprint Eni (Scope1+2) for the year 2021 in million tonnes CO2 eq.?,33.6,33.6,True
52,What were the Net GHG Lifecycle Emissions (Scope 1+2+3) in million tonnes CO2 eq. in the year 2023?,398,no answer in the response,False
53,What were the Net GHG Lifecycle Emissions (Scope 1+2+3) in million tonnes CO2 eq. in the year 2022?,419,no answer in the response,False
54,What were the Net GHG Lifecycle Emissions (Scope 1+2+3) in million tonnes CO2 eq. in the year 2021?,456,no answer in the response,False
55,What was the Net Carbon Intensity (Scope 1+2+3) in gCO2eq./MJ for the year 2023?,65.6,65.6,True
56,What was the Net Carbon Intensity (Scope 1+2+3) in gCO2eq./MJ for the year 2022?,66.3,66.3,True
57,What was the Net Carbon Intensity (Scope 1+2+3) in gCO2eq./MJ for the year 2021?,66.5,66.5,True
64,What was the net carbon footprint upstream (Scope 1+2) in mmtonnes CO2eq for the year 2023?,8.9,8.9,True
65,What was the net carbon footprint Eni (Scope 1+2) in mmtonnes CO2eq for the year 2022?,29.9,29.9,True
