index,question,value,response,correct
0,What are the 2 lowest amounts of non-hazardous waste produced in 2022 (sorted in ascending order) among the following companies in tons?,"8430, 123311","<1154.0>, <117607.0>",False
1,Which company has the lowest energy consumption over the last 3 years among the following companies in TWh?,heidelberg-materials,heidelberg-materials,True
2,What is the highest direct GHG emissions (Scope 1) produced in the years 2023 and 2022 among the following companies in tCO2-eq?,1910000.0,otc_bayzf,False
3,Which company has the highest direct GHG emissions (Scope 1) produced in the years 2023 and 2022 among the following companies in tCO2-eq?,nyse_az,nyse_az,True
4,What are the 2 highest values of direct GHG emissions (Scope 1) produced in 2023 (sorted in descending order) among the following companies in tCO2-eq?,"61900000.0, 4178.0","<otc_rwnef>, <nasdaq_dasty>",False
5,What is the lowest location-based scope 2 GHG emissions in the last 2 years among the following companies in tCO2e?,100000.0,otc_rwnef,False
6,Which companies have the 2 lowest values of scope 3 GHG emissions produced in 2022 (sorted in ascending order) among the following companies in tCO2e?,"nyse_az, otc_bayzf","<otc_bayzf>, <unnamed: 2>",False
7,What are the top 2 highest values of energy consumed in 2023 (sorted in descending order) among the following companies in million kWh?,"35056.0, 1124.33","<otc_su>, <otc_dpsgy>",False
8,What are the 2 lowest values of direct GHG emissions (Scope 1) produced in 2023 (sorted in ascending order) among the following companies in tCO2eq?,"21598.0, 31774.0","<21382.0>, <21598.0>",False
9,What are the 2 lowest values of market-based scope 2 GHG emissions produced in 2022 (sorted in ascending order) among the following companies in Million metric tons of CO2 equivalents?,"0.14, 1.12","<1.1>, <1.05>",False
10,Which company has the highest water consumption in the years 2023 and 2022 for the following companies in m3?,otc_crerf,otc_bamgf,False
11,Which companies have the top 2 lowest water consumption values (in ascending order) for the year 2023 among the following companies in million cubic meters?,"otc_bamgf, otc_bayzf","<otc_bayzf>, <otc_bamgf>",False
12,What are the 2 highest amounts of non-hazardous waste produced in 2022 (sorted in descending order) among the following companies in kt?,"322.0, 123.31","<ottawa senators>, <otc_su>",False
13,Which companies have the 2 lowest amounts of non-hazardous waste produced in 2022 (sorted in ascending order) among the following companies in tons?,"vivendi, otc_su","<otc_su>, <vivendi>",False
14,Which company has the highest energy consumed in the last 2 years among the following companies in MWh?,otc_su,otc_su,True
15,What are the 2 lowest values of market-based scope 2 GHG emissions produced in 2022 (sorted in ascending order) among the following companies in tCO2e?,"19496.0, 30490.0","<138339.0>, <19496.0>",False
16,Which companies have the 2 lowest values of market-based scope 2 GHG emissions produced in 2022 (sorted in ascending order) among the following companies in Million metric tons of CO2 equivalents?,"otc_adddf, otc_bayzf","<otc_adddf>, <otc_bayzf>",False
17,What are the 2 lowest values of direct GHG emissions (Scope 1) produced in 2023 (sorted in ascending order) among the following companies in tCO2-eq?,"4178.0, 21779.0","<21779.0>, <21856.0>",False
18,What are the 2 highest values of location-based scope 2 GHG emissions produced in 2023 (sorted in descending order) among the following companies in million mt CO2e?,"0.2, 0.02","<vivendi>, <otc_rwnef>",False
19,Which company has the maximum amount of GHG emissions Scope 3 in 2023 among the following companies in Million metric tons of CO2 equivalents?,otc_bayzf,otc_adddf,False
20,Which companies have the 2 lowest values of direct GHG emissions (Scope 1) produced in 2023 (sorted in ascending order) among the following companies in tCO2eq?,"axa, nyse_az","<axa>, <axa>",False
21,Which companies have the 2 lowest values of location-based scope 2 GHG emissions produced in 2023 (sorted in ascending order) among the following companies in TCO2eq?,"vivendi, otc_esocf","<otc_esocf>, <vivendi>, <tco,eq>",False
22,What are the 2 lowest values of scope 3 GHG emissions produced in 2022 (sorted in ascending order) among the following companies in million mt CO2e?,"0.09, 23.8","<19.6>, <23.8>",False
23,What are the 2 highest values of location-based scope 2 GHG emissions produced in 2023 (sorted in descending order) among the following companies in tCO2e?,"112228.0, 42423.0","<axa>, <axa>",False
24,Which company has the highest energy consumed in the last 2 years among the following companies in MWh?,munich-re,prosiebensat1-media,False
25,What is the highest total emissions (both direct and indirect) of GHG generated in 2022 among the following companies in tCO2e?,3192798.0,munich-re,False
26,Which company has the lowest location-based scope 2 GHG emissions in the last 2 years among the following companies in tCO2e?,otc_rwnef,otc_rwnef,True
27,Which companies have the 2 highest values of location-based scope 2 GHG emissions produced in 2023 (sorted in descending order) among the following companies in tCO2e?,"otc_esocf, nyse_az","<otc_esocf>, <ogfy>",False
28,Which companies have the top 2 highest values of energy consumed in 2023 (sorted in descending order) among the following companies in MWh?,"otc_su, munich-re","<munich-re>, <otc_su>",False
29,What is the largest energy consumption from 2022 to 2023 among the following companies?,1201276,otc_su,False
