index,question,value,response,correct
0,What are the 2 lowest values of average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 (sorted in ascending order) among the following companies in tCO2e?,"31363.5, 21817500000.0","21779.00, 31774.00",False
1,Which companies have the top 2 lowest water consumption values (in ascending order) obtained by summing the 2023 and 2022 consumption for the following companies in millions of m3?,"otc_bamgf, otc_esocf","otc_esocf, otc_bamgf",False
2,What is the average of the percentage ratios of GHG emissions Scope 1 to Scope 3 in 2023 among the following companies?,13.44,0.21,False
3,Which companies have the 2 highest percentages of hazardous waste generated in 2023 (sorted in descending order) among the following companies?,"nasdaq_dasty, heidelberg-materials","heidelberg-materials, nasdaq_dasty",False
4,Which company has the lowest energy consumption over the last 4 years among the following companies in GWh?,deutsche-telekom-ag,deutsche-telekom-ag,True
5,Which company has the highest average amount of waste generated in the years 2023 and 2022 among the following companies in tons?,vivendi,vivendi,True
6,Which company has the highest percentage of hazardous waste generated in 2022 among the following companies?,nyse_tte,otc_su,False
7,Which company has the highest average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 among the following companies in Tonnes of CO2 equivalent?,otc_bayzf,terna,False
8,What is the highest water consumption calculated as the average of the 2023 and 2022 consumption for the following companies in million cubic meters?,6.72,"6.78, 0.43",False
9,What is the average of the percentage ratios of GHG emissions Scope 1 to Scope 3 in 2023 among the following companies?,33.67,0.61,False
10,What are the 2 lowest amounts of hazardous waste obtained by summing the values related to the years 2023 and 2022 (sorted in ascending order) among the following companies in tonnes?,"104.8, 10586.8","1827.60, 583.10",False
11,What is the average percentage variation in energy consumption from 2023 to 2022 among the following companies?,4.64,"-10.00, -1.00",False
12,Which companies have the top 2 highest water consumption values (in descending order) obtained by summing the 2023 and 2022 consumption for the following companies in m3?,"otc_bamgf, munich-re","otc_bamgf, munich-re",True
13,What is the lowest energy consumption over the last 2 years among the following companies in MWh?,66350.0,33.09,False
14,Which company has the highest change in the percentage consumption of energy from renewable sources between the years 2023 and 2022 for the following companies?,prosiebensat1-media,prosiebensat1-media,True
15,What are the 2 highest percentages of hazardous waste generated in 2023 (sorted in descending order) among the following companies?,"6.15, 6.0","98.00%, 100.00%",False
16,What is the average percentage of hazardous waste generated in 2022 among the following companies?,20.75,"0.20, 0.13",False
17,What is the largest percentage variation in energy consumption from 2023 to 2022 among the following companies?,1.63,10.00,False
18,What is the highest average amount of waste generated in the years 2023 and 2022 among the following companies in t?,873133.5,"927880.00, 818387.00",False
19,What is the highest change in the percentage consumption of energy from renewable sources between the years 2023 and 2022 for the following companies?,0.94,0.20,False
20,Which companies have the 2 lowest amounts of hazardous waste obtained by summing the values related to the years 2023 and 2022 (sorted in ascending order) among the following companies in tons?,"otc_su, heidelberg-materials","heidelberg-materials, gri",False
21,What is the average of the percentage ratios of GHG emissions Scope 1 to Scope 3 in 2023 among the following companies?,31.69,0.07,False
22,Which company has the highest average direct GHG emissions (Scope 1) produced in the years 2023 and 2022 among the following companies in MtCO2eq?,otc_adddf,nyse_az,False
23,What is the total energy consumption generated by the following companies in the last 2 years in MWh?,630964.0,"250916.00, 33.09, 33.26",False
24,Which company has the highest total emissions (both direct and indirect) of GHG generated in 2022 among the following companies in million mt CO2e?,otc_esocf,1816412.10,False
25,What is the average of the percentage ratios of GHG emissions Scope 1 to Scope 3 in 2022 among the following companies?,11.15,0.20,False
