index,question,value,response,correct
0,Is the maximum amount of total waste higher in 2022 than in 2023?,yes,true,False
1,"Among 2019, 2022 and 2023, what are the two lowest amounts of unsorted waste (T) in decreasing order?","2757.0, 1955.0","1955#2757 |

",False
2,"What is the minimum total waste in tons recorded in the years 2019, 2022 and 2023?",4350,"4350#5070#7129 |

the minimum total waste in tons recorded in the years 2019, 2022 and 2023 is 7129#5070#4350 |",False
3,What are the two lowest values of total waste in tons for the years 2019 and 2022 in ascending order?,"5070.0, 7129.0",4350#5070,False
4,"In 2023, is the amount of Mwh between on site generated renewable electricity higher than energy consumption by heating?",yes,true,False
5,"What are the amounts of energy consumption in MWh for the year 2022, ranked in descending order?","107019.0, 77831.0, 33245.0, 2829.0, 855.0, 0.0, 0.0, 0.0",107019#92379#40443#2829#5491,False
6,Is the estimated energy consumption from purchased renewable electricity lower than grid electricity in MWh for the year 2023?,yes,false,False
7,"What is the minimum estimated energy consumption from district heating in MWh for the years 2023, 2022, and 2021?",2490,2490#2829#5491,False
8,"What are the two lowest values of fuel oil electricity consumption in MWh for the years 2023, 2022 and 2021 in increasing order?","797.0, 855.0",797#855,True
9,"What is the highest estimated energy consumption from gas in MWh for the years 2021, 2022, and 2023?",49674,21008#33245#49674,False
10,"What are the two lowest values in decreasing order of energy consumption from coal measured in MWh for the years 2023, 2022 and 2021?","0.0, 0.0",0#0,True
11,Is the value of energy consumption from renewable fuel and heat in MWh in 2022 lower than in 2021?,no,false,False
12,Is the estimated energy consumption from purchased renewable electricity higher than the energy consumption from renewable electricity generated on site in MWh in 2023?,yes,false,False
13,What are the two highest values of purchased renewable electricity and gas consumption in MWh for the year 2022 in descending order?,"77831.0, 33245.0",33245#49674,False
14,"In ascending order, what are the four lowest values of energy consumption by source in MWh in 2023?","0.0, 0.0, 0.0, 1013.0",1013#2490#72632#92379,False
15,Is the estimated energy consumption from district heating in MWh in 2021 lower than the one in 2022?,no,false,False
16,"What is the maximum value of fuel oil consumption in MWh for the years 2021, 2022, and 2023?",1013,1013#855#797,False
17,"What is the minimum estimated energy consumption from gas in MWh for the years 2021, 2022, and 2023?",21008,21008#33245#49674,False
18,"What are the three values for the consumption of self-generated renewable electricity measured in MWh for the years 2023, 2022, and 2021 in decreasing order?","0.0, 0.0, 0.0",2960#72632#0,False
19,What are the two lowest values of estimated total energy consumption per turnover in MWh/million € for the years 2020 to 2023 in increasing order?,"31.3, 35.1",31.3#48.3,False
20,"What is the lowest amount of energy consumed in Mwh between 2023, 2022, 2021 and 2020?",1124327,1124327,True
21,Is the amount of Mwh of measured energy consumption higher than the estimated energy consumption for sites out of reporting perimeter in 2022?,yes,false,False
22,What are the top five amounts of Mwh for energy consumption by source in 2020 in decreasing order?,"585495, 251377, 148969, 27602, 12464",148969#6941#6520#12464#0 |,False
