index,question,value,response,correct
0,What is the average between direct and indirect group energy consumption of the percentage ratios between 2023 and 2021?,77.81,14488.0,False
1,What is the average between scope 1+2 market based emissions and scope 2 emissions of the sums between the years 2022 and 2023?,315289.5,114710.0,False
2,What is the average between water withdrawn except for cooling and water withdrawn for cooling of the percentage ratios between 2021 and 2023?,108.62,54.05,False
3,"What is the value between operated and not operated intensity of GHG emissions of the lowest average between the years 2023, 2021?",17,19.0,False
4,"What is the value between direct and indirect energy consumption of the lowest sum in the years 2021 (group), 2023 (full consolidated), 2021 (full consolidated), 2023 (group), 2022 (full consolidated)?",2166,351.0,False
5,"What is the sum between grid and renewable electricity emissions of the averages between the years 2021, 2022, 2023, 2020?",57021.25,45470.0,False
6,"What are the top 2 lowest values between location based and target based emissions of the sums (in descending order) between the years 2022, 2023 for fully consolidated and 2023 for group emissions?","16429.5, 16427.2","4385.6, 2664.5",False
7,Which are the top 2 highest values between vehicle and SF6 emissions of the percentage ratios (in descending order) between the year 2021 and 2023?,"145.19, 101.94",0.14254,False
8,What is the average between location based and market based emissions of the sums in full consolidated and group scenarios between 2023?,12786.85,6483.45,False
9,What are the top 2 highest values between operated and not operated intensity emissions of the percentage ratios (in descending order) between the year 2022 and 2023?,"105.56, 100.0","0.23, 0.21",False
10,Which are the top 2 lowest values between the energy consumption from renewable and non renewable sources of the percentage ratios (in descending order) between the year 2023 and 2022?,"102.7, 81.38",0.371,False
11,What is the average between direct and indirect consumption of energy of the percentage ratios between 2022 (full consolidated) and 2023 (group?,106.35,0.18182,False
12,What is the average between scope 2 and scope 3 emissions of the sums between the years 2020 and 2023?,61391666,109501.0,False
13,What is the average between the total water withdrawn except for cooling and water withdrawn for cooling of the percentage ratios between 2022 and 2020?,89.75,1953216.0,False
14,"What is the sum between total water withdrawn and water withdrawn for cooling of the averages between the years 2021, 2020?",2830049,2446568.0,False
15,What is the average between non hazardous waste and non hazardous recycled waste of the sums between the years 2023 and 2022?,228518.5,124514.0,False
16,What is the average between self generated and purchased renewable electricity of the sums between the years 2020 and 2022?,603764.5,1014019.0,False
17,"What is the average between electricity consumed from the grid and electricity consumed from the grid, but produced by renewable sources of the percentage ratios between 2021 (full consolidated) and 2021 (group total)?",68.28,0.15268,False
18,"Which are the top 2 highest values between direct and indirect energy consumption of the averages (in descending order) between the years 2021, 2022, 2023 for the group consumption and 2022, 2023 for fully consolidated?","15060.6, 499.2",14092.0,False
19,"What is the value between scope 1 and scope 3 emissions of the highest sum in the years 2020, 2021, 2022?",195296755,186860.0,False
20,"What is the value between surface and groundwater withdrawal of the highest average between the years 2020, 2023?",462400.5,19156.0,False
